timestamp;txHash;blockNumber;cumulativeGasUsed;gasUsed;from;to;effectiveGasPrice
06/21/2024, 19:33:01;0x8900c46ebf638b40349e72c01d81e81331e11a561fe0bcdc47872c8db11abda3;211266;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:33:01;0x89ba1256415b910eb69bd67cdfa075a86fb87f67238a839c0f777e3223efba2d;211267;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:33:01;0x9a2068bcdcef3c95f38c0c8d91f4c44ef342c3543e98188508b33d783ec0801a;211268;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:33:01;0xd3d17329df698738c0d1eff0c8c22e6376575981c2275cec2f199732a90b3c38;211269;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:33:01;0xa16b0df23778c97e667e0d0456f286f636fd24259c50a3707a92a8ba4ca12627;211270;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:33:01;0x7f46a939d93a9461a28c313dd95cd65554d086582f83f3881b13a64206168f9f;211271;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:33:01;0xb0110408d3d6c2995409f10bfcab9b2d966f01f865e6274f7b09e0c53854880a;211272;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:33:01;0x48ee0d513226b1176029e4d3ce2dee07b83bf7ab82fc2f6c1b4d1d2bae20e4b8;211273;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:33:01;0xe73b2af515506a89dbb66df62cbe5f7a6d3424fce53efc31e5d27863e1928265;211274;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:33:01;0xd529b21cebed921d013d0fccdce03e0d82199aa4e8bd26e646a845ceb13e29ff;211275;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:33:01;0xb854f04cf8f6ea001cc4ba01f9de2602816a0abff11119bfd4a00105dfb4c4f4;211276;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:33:01;0x983761ba2949c540baba44f5de3154860c94fde9cefac1296b2c6c09a3871217;211277;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:33:01;0x3384e59fb9d74ab51b81fec149a8008ddfbc79b960643d8870224d37075d0e3a;211278;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:33:01;0x2eb6e960bde05d1bf23ef148fc7e64b87cdfc21e86b410570e31b0f56d130a33;211279;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:33:01;0x29bf70924071cfc171960be9f61a9217b6941e11867e9c95daa8359babf50bc1;211280;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:33:01;0x1892480c7a5fc9d17af7635c6b4b348b06431cd7371b95a565bda76047c4a80f;211281;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:33:01;0xb16690bd2a9ac685613f210b21343c7763641d755363187744e96e4105da2786;211282;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:33:01;0x0dfd848b64441f9d8f749cb9eb95d3a928298811e4e1294a663090087e616769;211283;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:33:01;0x153630a1520e0b8355b513b45984f3b8c70f3a85df3ed9b170e4ee1494eef6c4;211284;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:33:01;0xae626cee8574d0babddca8e478eb254be21eac8d44012fc08521f2fa91cb3f74;211285;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:33:01;0x533f65ea656a01346492a7051e9e4f63032c3dcf6d2fbb839182849598d66c76;211286;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:33:01;0x33a7a086558b066f06fa4da1cd4cdcf6a57eae89deeba6e7bdc0e5a49d2927bf;211287;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:33:01;0x02a8eb580708cd8c2dd79ed681a570332f7f22d8b6f52a1a9f2050cef6cb1558;211288;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:33:01;0x200656deb64d6c5fc8a89c63647e677927ef15cd2c202fa674b6181191d6f1a4;211289;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:33:01;0x352cd621bcd3c3d96b693df3fdfaf12b060507fe658a524538b14184afb5feca;211290;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:33:01;0xf3bf090b16b66f9ce776c026e7303c36b75e4961e6676158c515386fb774127e;211291;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:33:01;0xd309bdef6e6ecc9b293f7c473aae092d07afb981ee537b16ac4d65c4b1df67ec;211292;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:33:01;0xe966eed9cdb21c2d7c6e49a9a12ac79d323ee85148a5b48040c623820df5d6b1;211293;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:33:01;0x1b6854d9276f334fd655b3b87bae31f654a3085b7d31db8916edd4366347794f;211294;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
