timestamp;txHash;blockNumber;cumulativeGasUsed;gasUsed;from;to;effectiveGasPrice
06/22/2024, 20:59:13;0xa18fa9d70212223d61bacdbf393e2525dbffff1ad65a5db634c4d50b114ac3b5;211722;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/22/2024, 20:59:13;0x641127e8849f7878063f84f40539466fc250279ee81480659c43f2b79684ae6e;211723;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/22/2024, 20:59:13;0x5aaf824072418ce3ca02d5564ecf4175a541b2d89d1c76abcc6c0cb08c9e8902;211724;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/22/2024, 20:59:13;0x74448cb10bfa35cd832e3d67ac7055e529defc3aee3efa2967fb61705d30b51a;211725;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/22/2024, 20:59:13;0x7e0ec472b5f8c9aa19961907397c70f87086dea22f08f0f594a0bfd6b20e130f;211726;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/22/2024, 20:59:13;0xcbb8b54d4104635ddd5cba966219d0944530d993add6d0fafbd9d8addf81bb3c;211727;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/22/2024, 20:59:13;0x66bd721a946e3c57dac273cb821734f07422ed612a69227b75916fbc50e1b05e;211728;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/22/2024, 20:59:13;0xefad9456673da032cd26826ebc0f16c0ff6d9393b3c2e6931fe4de8362165f24;211729;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/22/2024, 20:59:13;0xa18a5906c681c4fb29acc164a7b948527f541d214f4dd5a51df1711695905b51;211730;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/22/2024, 20:59:13;0xeb57758265c1cd3e7fc9d6fef04ad055b98ac210176eb0b0dd01d377e366615d;211731;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/22/2024, 20:59:13;0xfb23f42274fd92cc89a4371634551d9f0627b81934b6ed2c10aab9e6f31cf3b3;211732;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/22/2024, 20:59:13;0x0335af1ab19fe0445eb1a0cdffb6804bb162c550417cd250317a40a429a65252;211733;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/22/2024, 20:59:13;0x0f92449b9dbc446d0813bdd77b8285cd65867fed531406447d14698d4269d30c;211734;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/22/2024, 20:59:13;0xfdda18b8cf4e457c12a0fde3a524a9bf8d02a42c2fec4bdf48178388402429ae;211735;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
