timestamp;txHash;blockNumber;cumulativeGasUsed;gasUsed;from;to;effectiveGasPrice
06/21/2024, 19:25:13;0x5654d2b0e0c372cbf7e0ddf49d6a4d0104edab2108116c41edcbf0a1173146ec;211141;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:25:13;0x4d514c550d4d68c91e5d58c7fc5e5c35645f0034fc5e3fb4115058e365000494;211142;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:25:13;0xdf8d373d1fdf1cf716cfdc82225b5e8915de7cf1d66175a820aa0f563efadfa7;211143;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:25:13;0xb2a6f67b698a23097c7c6e6e48910c11990fe73b9041d873c14fa9262b25de2a;211144;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:25:13;0x8d11637bc6fac42a065fe0b7f6ba822632720d000ea764286fc17827fc4c7945;211145;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:25:13;0x7a023997bcb1caff0a07894af88703e2dfce90a2184cdba4e47b16711437a4c0;211146;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:25:13;0x16f2a401e71d76cf7302fad663b39505c02fbdab47accfc6df89e6b9f24a34c7;211147;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:25:13;0xb6f55d39482f687b5ebd0b99c74dcaeb855701adeb7b5bca445a0a71a8e799df;211148;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:25:13;0xfcac0a0016833a1bf8faa48bdfe8bbdcf29e74914dd4a9ee56157a0910a48b0c;211149;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:25:13;0x04a8633ef62e020650084ed2394bbcd5ff37a73c680e532763c79e82a76f614b;211150;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:25:13;0xf225e9c35acfe11e4928c12d8c97954ba76ff66aa58268fbafe8035a3b51d599;211151;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:25:13;0x73c120d92514c742c0b2a202a9429ec04a3d441997ee92557c9ba6f243cd90aa;211152;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:25:13;0x55682f30dfa1c48062c4df4ec5b8c68936eee250a91222704c395965116991db;211153;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:25:13;0x29caec866d52100ef3b3defb52e1fda4217f55b19e67abcf59ea0d75e972c63a;211154;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:25:13;0x4ca56571146a83542e291ea262770a199c2e04649a4d0f82adab6a12fec0e3df;211155;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:25:13;0xc055a1d9ca2bccff790d2a06a079398d9d49f862129748a24d34f23133d0af3e;211156;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:25:13;0xd229cb00aade51ed894c21087c9b5fec1ebfb189807766028d5d92c59d593100;211157;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:25:13;0x713bc1c0efe2cec1b2f918a127d099e42a68fd889f0f3c8852e86ec337a2b44b;211158;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
06/21/2024, 19:25:13;0x2c5669e727f3f666df710636bf09f0d6c66c8386e20357cde8d91b430a39f050;211159;27176;27176;0x1b8C96Cc103ab3645844a44ca3F56461e416a244;0x59fA51F266F909232757Fdf829a4948d3efe8459;20000000000
